isic_id,image_type,diagnosis_1,label_11,width,height,megapixels,aspect_ratio,file_size_kb,mean_r,mean_g,mean_b,mean_intensity,std_intensity
ISIC_1347975,clinical: close-up,Benign,NV,600,450,0.27,1.3333333333333333,39.037109375,145.07854074074075,116.24308148148148,99.72878888888889,120.35013703703704,23.50945179727467
ISIC_0377749,clinical: close-up,Malignant,BCC,600,450,0.27,1.3333333333333333,32.4033203125,177.73024074074075,132.28457037037037,99.34657407407407,136.45379506172839,35.12692134781078
ISIC_6141356,dermoscopic,Benign,NV,600,450,0.27,1.3333333333333333,20.5107421875,166.98354074074075,152.77918518518518,138.04143703703704,152.601387654321,43.09306907177804
ISIC_7171875,dermoscopic,Benign,BKL,600,450,0.27,1.3333333333333333,20.791015625,172.38376666666667,165.11368148148148,163.22064074074075,166.90602962962964,12.376688329837545
ISIC_0202768,clinical: close-up,Malignant,BCC,600,450,0.27,1.3333333333333333,45.5771484375,178.45184444444445,111.55440740740741,88.30832962962963,126.10486049382716,41.52857707836108
ISIC_2848199,clinical: close-up,Malignant,BCC,600,450,0.27,1.3333333333333333,40.5517578125,206.40017037037038,147.7553814814815,126.61805185185185,160.25786790123456,47.56707162429641
ISIC_1886909,clinical: close-up,Malignant,BCC,600,450,0.27,1.3333333333333333,29.7861328125,186.41966296296297,152.16031481481483,132.43973703703705,157.00657160493827,65.14312208959163
ISIC_8898834,clinical: close-up,Indeterminate,AKIEC,600,450,0.27,1.3333333333333333,58.03125,146.0668777777778,92.3238962962963,74.45117037037038,104.28064814814815,41.04684771072331
ISIC_2324630,dermoscopic,Malignant,BCC,600,450,0.27,1.3333333333333333,27.8173828125,146.1322962962963,121.39788518518519,109.0558037037037,125.52866172839506,24.46024637200941
ISIC_0634232,dermoscopic,Malignant,BCC,600,450,0.27,1.3333333333333333,32.859375,197.33644444444445,138.7284,171.28594074074073,169.11692839506173,43.667146441778314
ISIC_2243897,clinical: close-up,Benign,NV,600,450,0.27,1.3333333333333333,37.630859375,167.35542222222222,105.60943703703704,91.36197777777778,121.44227901234568,38.60190469478627
ISIC_5761443,dermoscopic,Malignant,MEL,600,450,0.27,1.3333333333333333,51.3994140625,175.1753962962963,150.92995925925925,143.4404,156.51525185185184,69.93058349621971
ISIC_6563482,clinical: close-up,Malignant,BCC,600,450,0.27,1.3333333333333333,42.1806640625,174.6095037037037,120.61522962962962,91.46853333333334,128.89775555555556,38.12527521567695
ISIC_2273629,clinical: close-up,Malignant,AKIEC,600,450,0.27,1.3333333333333333,44.5771484375,175.70555185185185,106.67396296296296,83.75226666666667,122.04392716049382,42.286933014087275
ISIC_7827973,dermoscopic,Malignant,BCC,600,450,0.27,1.3333333333333333,21.0419921875,146.93775555555555,135.71265925925925,146.14118518518518,142.93053333333333,9.056832306014021
ISIC_3237026,clinical: close-up,Malignant,BCC,600,450,0.27,1.3333333333333333,50.0556640625,190.28375185185186,116.96173703703704,82.02958518518518,129.75835802469135,51.941260596616694
ISIC_5142210,dermoscopic,Malignant,BCC,600,450,0.27,1.3333333333333333,24.5224609375,150.21895925925926,131.4580962962963,130.4038925925926,137.3603160493827,23.21519499201755
ISIC_0589952,clinical: close-up,Malignant,BCC,600,450,0.27,1.3333333333333333,53.955078125,217.84525925925925,151.53765185185185,119.39785185185185,162.9269209876543,49.15550967147928
ISIC_5023550,dermoscopic,Benign,NV,600,450,0.27,1.3333333333333333,32.521484375,156.74043703703703,127.94708148148148,136.5402962962963,140.40927160493828,58.36755929653794
ISIC_9183794,dermoscopic,Benign,NV,600,450,0.27,1.3333333333333333,34.2060546875,157.48437777777778,132.5782962962963,130.66388148148147,140.24218518518518,57.375084222560865
ISIC_9114356,clinical: close-up,Malignant,AKIEC,600,450,0.27,1.3333333333333333,30.4716796875,173.08333703703704,142.6843074074074,119.20675555555556,144.99146666666667,35.96808048258866
ISIC_2305246,dermoscopic,Malignant,BCC,600,450,0.27,1.3333333333333333,27.1923828125,188.13714814814816,146.04546296296297,156.75606296296297,163.64622469135801,42.43733315725825
ISIC_6724521,clinical: close-up,Benign,BKL,600,450,0.27,1.3333333333333333,42.3876953125,172.67474814814815,128.3764074074074,95.08746296296296,132.0462061728395,39.343896598551254
ISIC_3211877,dermoscopic,Malignant,SCCKA,600,450,0.27,1.3333333333333333,29.513671875,198.8960074074074,172.74161481481482,170.82508148148148,180.8209012345679,51.977061015224486
ISIC_6739483,dermoscopic,Benign,DF,600,450,0.27,1.3333333333333333,20.7373046875,184.53045555555556,164.5513925925926,158.12728518518517,169.0697111111111,16.728882309465586
ISIC_9925307,dermoscopic,Malignant,BCC,600,450,0.27,1.3333333333333333,23.7314453125,145.78477777777778,132.92312222222222,137.3613,138.68973333333332,21.75344584658931
ISIC_5543919,dermoscopic,Benign,BKL,600,450,0.27,1.3333333333333333,26.5126953125,150.56702962962962,114.80603703703704,105.79116296296296,123.7214098765432,26.798285459941184
ISIC_1820380,clinical: close-up,Malignant,BCC,600,450,0.27,1.3333333333333333,42.5927734375,168.21493333333333,108.65461851851852,85.94385185185185,120.9378012345679,38.13776808847587
ISIC_9265386,dermoscopic,Malignant,BCC,600,450,0.27,1.3333333333333333,28.2265625,140.7922851851852,112.14292222222223,117.71946296296296,123.55155679012346,28.914984345061818
ISIC_6181707,clinical: close-up,Malignant,BCC,600,450,0.27,1.3333333333333333,41.689453125,165.94992222222223,118.34548518518518,85.8731962962963,123.38953456790124,37.7675071967617
ISIC_7784358,clinical: close-up,Malignant,BCC,600,450,0.27,1.3333333333333333,24.025390625,141.62747037037036,102.90056296296297,86.44646666666667,110.32483333333333,35.96939080195243
ISIC_7544069,dermoscopic,Benign,NV,600,450,0.27,1.3333333333333333,23.9013671875,117.9096,102.81362222222222,103.25892962962963,107.99405061728395,43.33065576243194
ISIC_3187803,dermoscopic,Malignant,BCC,600,450,0.27,1.3333333333333333,26.798828125,188.4722962962963,139.93633333333332,119.27457037037037,149.22773333333333,31.73421153854832
ISIC_6556418,clinical: close-up,Malignant,BCC,600,450,0.27,1.3333333333333333,33.369140625,179.17927407407407,127.18166296296296,86.51642592592593,130.95912098765433,41.26099671474265
ISIC_2668215,clinical: close-up,Benign,NV,600,450,0.27,1.3333333333333333,45.3037109375,148.2064074074074,118.34373333333333,92.58572592592593,119.71195555555556,29.058834542457582
ISIC_5745809,dermoscopic,Benign,BKL,600,450,0.27,1.3333333333333333,23.2705078125,157.53523333333334,135.5795222222222,156.03136296296296,149.71537283950616,35.97297006133675
ISIC_5778552,dermoscopic,Benign,NV,600,450,0.27,1.3333333333333333,45.8896484375,178.46962962962962,137.3100259259259,135.79641851851852,150.52535802469137,30.64416975032336
ISIC_6999928,dermoscopic,Malignant,BCC,600,450,0.27,1.3333333333333333,23.859375,194.56431111111112,154.97835925925926,136.1438814814815,161.89551728395062,27.705060787491337
ISIC_0339191,dermoscopic,Benign,BEN_OTH,600,450,0.27,1.3333333333333333,29.9111328125,158.6245074074074,135.25502962962963,137.60292592592592,143.82748765432098,20.03851732358523
ISIC_2252215,dermoscopic,Malignant,BCC,600,450,0.27,1.3333333333333333,27.1005859375,143.02867777777777,127.61396296296296,124.6734925925926,131.77204444444445,20.63606406193766
ISIC_3653173,clinical: close-up,Indeterminate,AKIEC,600,450,0.27,1.3333333333333333,38.9072265625,160.3807962962963,94.31557037037037,75.37332962962962,110.02323209876543,42.61362546280711
ISIC_4949753,clinical: close-up,Benign,NV,600,450,0.27,1.3333333333333333,16.3095703125,167.78024074074074,136.19885925925925,129.06696666666667,144.3486888888889,21.638462868651846
ISIC_3360235,dermoscopic,Malignant,BCC,600,450,0.27,1.3333333333333333,20.208984375,135.75137777777778,122.81369259259259,129.8791148148148,129.4813950617284,17.504578012255426
ISIC_0777268,dermoscopic,Benign,INF,600,450,0.27,1.3333333333333333,27.3193359375,163.67657037037037,121.14872962962963,126.00472962962964,136.94334320987653,39.70796045305609
ISIC_4665494,clinical: close-up,Benign,BEN_OTH,600,450,0.27,1.3333333333333333,22.490234375,185.25725185185186,170.71855925925925,159.96837037037037,171.9813938271605,33.69125762315923
ISIC_5997924,dermoscopic,Benign,NV,600,450,0.27,1.3333333333333333,22.41796875,141.27795925925926,130.3388037037037,130.1807777777778,133.9325135802469,55.756781915151514
ISIC_5387790,clinical: close-up,Malignant,BCC,600,450,0.27,1.3333333333333333,43.3662109375,185.44213333333335,116.78812962962962,92.33316666666667,131.52114320987656,42.45393616821122
ISIC_7320560,dermoscopic,Malignant,MEL,600,450,0.27,1.3333333333333333,29.564453125,146.7461962962963,124.80125925925925,126.53496666666666,132.69414074074075,35.42201356748729
ISIC_1032764,clinical: close-up,Malignant,BCC,600,450,0.27,1.3333333333333333,34.78125,161.72024444444443,112.16834814814816,87.2921,120.39356419753086,33.38447816772136
ISIC_4300672,dermoscopic,Malignant,MEL,600,450,0.27,1.3333333333333333,32.806640625,156.54416296296296,131.4005185185185,125.77934814814815,137.90800987654322,23.131501038331304
ISIC_1219741,clinical: close-up,Benign,NV,600,450,0.27,1.3333333333333333,45.8583984375,169.99866666666668,117.28299259259259,83.65596666666667,123.64587530864198,43.63405431200464
ISIC_2211674,dermoscopic,Malignant,BCC,600,450,0.27,1.3333333333333333,33.8896484375,195.7269814814815,134.33675555555556,136.22774814814815,155.4304950617284,33.88378418642096
ISIC_9035644,dermoscopic,Malignant,BCC,600,450,0.27,1.3333333333333333,20.1630859375,197.8849037037037,135.50962222222222,141.65135185185184,158.34862592592592,31.621576974182403
ISIC_3318403,clinical: close-up,Malignant,BCC,600,450,0.27,1.3333333333333333,52.0390625,174.4699,126.30797777777778,101.02532592592593,133.9344012345679,36.2937265505408
ISIC_9892615,dermoscopic,Malignant,BCC,600,450,0.27,1.3333333333333333,28.23828125,193.65132222222223,138.22555185185186,130.47254814814815,154.11647407407406,41.178517193246684
ISIC_1332174,clinical: close-up,Benign,BKL,600,450,0.27,1.3333333333333333,27.9111328125,158.26176666666666,110.50808148148148,99.96868518518518,122.91284444444445,31.500126262071074
ISIC_1940714,dermoscopic,Indeterminate,AKIEC,600,450,0.27,1.3333333333333333,40.392578125,120.80849259259259,92.11907407407408,86.11021481481481,99.67926049382716,25.28423578547708
ISIC_4668728,clinical: close-up,Benign,NV,600,450,0.27,1.3333333333333333,50.0537109375,189.24065925925925,138.82665185185186,126.2660962962963,151.44446913580248,31.32729591601454
ISIC_8056101,dermoscopic,Benign,BKL,600,450,0.27,1.3333333333333333,28.21484375,178.71295185185184,118.0915962962963,89.24667407407408,128.68374074074075,53.13462838081539
ISIC_1733416,dermoscopic,Benign,NV,600,450,0.27,1.3333333333333333,29.322265625,171.88347037037036,147.05231111111112,137.70935185185186,152.21504444444443,30.5821126261257
ISIC_2827093,dermoscopic,Malignant,BCC,600,450,0.27,1.3333333333333333,29.2822265625,177.44575925925926,133.60673333333332,156.68167037037037,155.91138765432098,21.78144962696912
ISIC_2546414,clinical: close-up,Malignant,BCC,600,450,0.27,1.3333333333333333,35.326171875,165.52503703703704,133.15992962962963,94.20067037037037,130.9618790123457,37.19246633027409
ISIC_5225765,dermoscopic,Malignant,SCCKA,600,450,0.27,1.3333333333333333,27.6787109375,117.76114814814815,103.45717037037036,111.86994444444444,111.02942098765432,21.62571748237981
ISIC_3494647,dermoscopic,Malignant,SCCKA,600,450,0.27,1.3333333333333333,25.814453125,180.81164444444445,127.15297037037037,90.23826296296296,132.7342925925926,41.463988847897724
ISIC_4877646,dermoscopic,Malignant,BCC,600,450,0.27,1.3333333333333333,31.1796875,217.88471481481483,123.65340740740741,104.82877777777777,148.78896666666665,58.48003966317308
ISIC_0587530,clinical: close-up,Benign,NV,600,450,0.27,1.3333333333333333,25.564453125,189.6032962962963,155.0925851851852,147.98545925925927,164.2271135802469,27.414401138672314
ISIC_8179634,dermoscopic,Benign,BKL,600,450,0.27,1.3333333333333333,27.19140625,164.59953703703704,124.28786666666667,142.04307777777777,143.64349382716048,31.944975796787972
ISIC_8483821,clinical: close-up,Benign,BKL,600,450,0.27,1.3333333333333333,42.234375,170.54585555555556,122.58692222222223,87.47955555555555,126.87077777777777,36.83894712222479
ISIC_4566511,clinical: close-up,Benign,BKL,600,450,0.27,1.3333333333333333,45.185546875,173.94171481481482,104.90271851851851,67.83220740740741,115.55888024691357,51.56096963699041
ISIC_6725643,clinical: close-up,Benign,NV,600,450,0.27,1.3333333333333333,32.5693359375,177.93177407407407,136.20395925925925,101.14654814814814,138.42742716049383,49.80878872666484
ISIC_5889858,dermoscopic,Malignant,MEL,600,450,0.27,1.3333333333333333,21.3466796875,166.30724074074075,123.9166925925926,154.26642222222222,148.16345185185185,31.538202928923415
ISIC_3011830,clinical: close-up,Malignant,BCC,600,450,0.27,1.3333333333333333,28.4296875,165.60137037037038,127.8503962962963,94.33821481481482,129.26332716049382,32.45710237542802
ISIC_9225022,clinical: close-up,Benign,BKL,600,450,0.27,1.3333333333333333,42.123046875,169.79824814814816,136.3472037037037,98.6147037037037,134.92005185185184,39.5211448126943
ISIC_3946986,clinical: close-up,Benign,NV,600,450,0.27,1.3333333333333333,33.1162109375,145.91683703703703,114.004,81.93215185185186,113.9509962962963,34.91377272363325
ISIC_2869457,clinical: close-up,Malignant,SCCKA,600,450,0.27,1.3333333333333333,44.705078125,167.71791851851853,105.28233703703704,80.37981481481482,117.79335679012345,43.15199302798789
ISIC_4214316,clinical: close-up,Benign,NV,600,450,0.27,1.3333333333333333,51.01953125,174.43207037037038,151.73312962962962,136.4328888888889,154.19936296296297,25.98512262081661
ISIC_3129117,dermoscopic,Malignant,BCC,600,450,0.27,1.3333333333333333,21.19921875,158.59593703703703,142.9022037037037,126.1304962962963,142.54287901234568,20.033822226306157
ISIC_7169372,dermoscopic,Malignant,BCC,600,450,0.27,1.3333333333333333,25.7001953125,199.85240370370371,162.7082037037037,152.88464074074074,171.81508271604937,33.638512825395075
ISIC_1331527,clinical: close-up,Malignant,MEL,600,450,0.27,1.3333333333333333,39.85546875,125.38407037037037,82.87398148148148,67.04117037037037,91.76640740740741,32.19949780962498
ISIC_9532049,dermoscopic,Benign,NV,600,450,0.27,1.3333333333333333,21.923828125,192.84536666666668,174.26313333333334,163.08843703703704,176.73231234567902,50.90197846077261
ISIC_8825637,dermoscopic,Benign,INF,600,450,0.27,1.3333333333333333,22.6875,165.93324444444445,157.27108148148147,158.44784814814815,160.55072469135803,14.216228679571953
ISIC_4892815,clinical: close-up,Benign,NV,600,450,0.27,1.3333333333333333,43.2080078125,179.13707037037037,158.1385925925926,143.58828518518519,160.28798271604938,29.616799233196254
ISIC_9445672,dermoscopic,Indeterminate,AKIEC,600,450,0.27,1.3333333333333333,22.6552734375,155.2028185185185,99.72624444444445,89.40991481481481,114.77965925925926,33.835784338623235
ISIC_7053200,dermoscopic,Malignant,BCC,600,450,0.27,1.3333333333333333,28.8291015625,164.28447037037037,145.65685555555555,143.65934074074073,151.2002222222222,21.32139411164752
ISIC_7332242,dermoscopic,Malignant,SCCKA,600,450,0.27,1.3333333333333333,26.3251953125,165.35541111111112,133.83914074074073,143.4151185185185,147.53655679012346,20.582281470106178
ISIC_7706534,clinical: close-up,Benign,NV,600,450,0.27,1.3333333333333333,19.9755859375,149.48786666666666,125.94867407407408,119.99457037037037,131.81037037037038,19.444923196928055
ISIC_6752467,clinical: close-up,Malignant,BCC,600,450,0.27,1.3333333333333333,46.1494140625,206.7869259259259,127.78232962962963,107.86257777777777,147.47727777777777,48.03383241570595
ISIC_9210156,clinical: close-up,Benign,INF,600,450,0.27,1.3333333333333333,32.927734375,153.58084814814814,127.58547407407407,99.60976666666667,126.92536296296296,48.84396738902724
ISIC_4803004,dermoscopic,Malignant,BCC,600,450,0.27,1.3333333333333333,35.26171875,143.48551481481482,111.36043333333333,108.84659259259259,121.23084691358025,30.186434056716855
ISIC_1602614,dermoscopic,Malignant,BCC,600,450,0.27,1.3333333333333333,19.4814453125,139.3969925925926,128.57292592592592,134.5986111111111,134.1895098765432,11.398870891962538
ISIC_6491752,clinical: close-up,Benign,NV,600,450,0.27,1.3333333333333333,28.27734375,162.19438148148149,96.14348888888888,64.81422222222223,107.71736419753087,51.188912714614254
ISIC_1936960,clinical: close-up,Malignant,BCC,600,450,0.27,1.3333333333333333,45.0654296875,161.81272592592592,107.30560740740741,83.26627407407408,117.46153580246913,37.03187391879605
ISIC_6566959,clinical: close-up,Malignant,BCC,600,450,0.27,1.3333333333333333,32.8935546875,162.43255925925925,112.33377777777778,87.04844444444444,120.60492716049383,34.43564504333046
ISIC_8234371,dermoscopic,Malignant,BCC,600,450,0.27,1.3333333333333333,31.724609375,187.0828111111111,90.42832962962963,122.42708518518519,133.31274197530865,50.411808567776696
ISIC_2387540,dermoscopic,Malignant,BCC,600,450,0.27,1.3333333333333333,24.296875,178.63504814814814,157.44541851851852,143.80035925925927,159.96027530864197,22.755919451805166
ISIC_8791911,clinical: close-up,Benign,BKL,600,450,0.27,1.3333333333333333,36.314453125,172.8651962962963,115.64074814814815,85.51449259259259,124.67347901234568,39.124602992915634
ISIC_4716627,dermoscopic,Malignant,BCC,600,450,0.27,1.3333333333333333,29.09375,185.24301111111112,139.7605814814815,145.27626296296296,156.75995185185184,30.52278554425198
ISIC_5297462,dermoscopic,Malignant,BCC,600,450,0.27,1.3333333333333333,17.8603515625,146.9980888888889,137.3456185185185,130.9734185185185,138.43904197530864,17.791292229092132
ISIC_3827392,clinical: close-up,Benign,NV,600,450,0.27,1.3333333333333333,27.7265625,178.17507407407408,161.33657037037037,140.79281851851852,160.10148765432098,18.20004355602496
ISIC_7395651,clinical: close-up,Malignant,SCCKA,600,450,0.27,1.3333333333333333,23.8818359375,113.2813925925926,55.56105185185185,49.22458148148148,72.6890086419753,62.9691896769584
ISIC_6782031,dermoscopic,Malignant,SCCKA,600,450,0.27,1.3333333333333333,25.8125,185.13444814814815,124.87728888888888,126.12903703703704,145.38025802469136,47.57882110156687
ISIC_6053581,dermoscopic,Benign,BKL,600,450,0.27,1.3333333333333333,25.9404296875,153.15477777777778,142.90695925925925,139.37075925925927,145.14416543209876,24.92900480415772
ISIC_2204119,dermoscopic,Malignant,SCCKA,600,450,0.27,1.3333333333333333,18.443359375,176.6404962962963,134.2251037037037,118.41737407407408,143.09432469135803,31.569134095568067
ISIC_4082323,clinical: close-up,Malignant,BCC,600,450,0.27,1.3333333333333333,43.994140625,173.9806,136.62172592592592,145.8556925925926,152.15267283950618,36.286480608550264
ISIC_5995507,clinical: close-up,Malignant,SCCKA,600,450,0.27,1.3333333333333333,37.98046875,141.16732592592592,90.48305555555555,74.25193333333333,101.96743827160493,37.29646787937235
ISIC_2013889,clinical: close-up,Malignant,BCC,600,450,0.27,1.3333333333333333,40.921875,166.90714814814814,111.94767777777778,79.13854074074074,119.33112222222222,38.471946120788644
ISIC_1126401,dermoscopic,Malignant,MEL,600,450,0.27,1.3333333333333333,18.80859375,223.72026296296298,217.56806296296295,212.73315555555556,218.00716049382717,38.23896174899246
ISIC_4517401,dermoscopic,Malignant,BCC,600,450,0.27,1.3333333333333333,24.26171875,152.27004074074074,127.9266037037037,128.78716296296295,136.32793580246914,43.702150907157055
ISIC_9668533,dermoscopic,Malignant,BCC,600,450,0.27,1.3333333333333333,22.767578125,193.48177777777778,155.90172962962964,133.25583703703703,160.87978148148147,27.373600927804855
ISIC_1532506,dermoscopic,Benign,NV,600,450,0.27,1.3333333333333333,26.94140625,181.18625925925926,166.56542592592592,174.92527777777778,174.22565432098764,59.737863904153144
ISIC_6347418,dermoscopic,Malignant,BCC,600,450,0.27,1.3333333333333333,25.4462890625,151.91062592592593,127.76538888888889,131.76617037037036,137.1473950617284,23.498027248522828
ISIC_2014865,dermoscopic,Malignant,BCC,600,450,0.27,1.3333333333333333,20.41796875,129.01657037037037,118.29984074074073,125.65485555555556,124.32375555555555,16.905176856882306
ISIC_9832572,clinical: close-up,Malignant,MEL,600,450,0.27,1.3333333333333333,59.4404296875,197.32777777777778,165.8400074074074,146.69542592592592,169.9544037037037,31.295956568236956
ISIC_2453811,clinical: close-up,Malignant,BCC,600,450,0.27,1.3333333333333333,41.662109375,189.18337407407407,127.95973333333333,96.37672222222223,137.83994320987654,44.44410309976402
ISIC_8401508,clinical: close-up,Malignant,SCCKA,600,450,0.27,1.3333333333333333,40.5751953125,200.49037777777778,174.93556666666666,165.9432888888889,180.45641111111112,27.946118947114932
ISIC_7319186,dermoscopic,Malignant,BCC,600,450,0.27,1.3333333333333333,18.474609375,161.42152222222222,133.20655185185186,139.85823333333335,144.82876913580247,16.773168380541893
ISIC_9400517,clinical: close-up,Benign,INF,600,450,0.27,1.3333333333333333,24.275390625,200.99962592592593,166.15485185185184,151.00915555555557,172.7212111111111,22.65917706251694
ISIC_2869678,clinical: close-up,Malignant,BCC,600,450,0.27,1.3333333333333333,36.7373046875,199.0038925925926,176.20322222222222,146.60837407407408,173.9384962962963,37.47442993263422
ISIC_4590231,clinical: close-up,Benign,BKL,600,450,0.27,1.3333333333333333,43.158203125,175.95697777777778,139.97361481481482,107.79833333333333,141.24297530864197,30.839681309091116
ISIC_0260732,clinical: close-up,Malignant,AKIEC,600,450,0.27,1.3333333333333333,41.96484375,179.06397037037038,124.11535555555555,106.15263703703704,136.44398765432098,34.32134657204414
ISIC_2994885,clinical: close-up,Benign,BKL,600,450,0.27,1.3333333333333333,36.0986328125,177.84560370370372,116.91204444444445,91.35447037037036,128.70403950617285,39.09984534690036
ISIC_1134411,clinical: close-up,Benign,BKL,600,450,0.27,1.3333333333333333,35.693359375,201.14071851851853,156.98301111111113,125.47281851851852,161.19884938271605,36.04038249011939
ISIC_4793606,dermoscopic,Malignant,MEL,600,450,0.27,1.3333333333333333,37.42578125,214.56384074074074,141.91247777777778,165.04348518518518,173.83993456790122,39.99413670046488
ISIC_8195300,clinical: close-up,Malignant,BCC,600,450,0.27,1.3333333333333333,35.853515625,170.81344444444446,123.11550370370371,88.73114444444444,127.55336419753087,37.39133476121687
ISIC_1863906,clinical: close-up,Benign,BKL,600,450,0.27,1.3333333333333333,40.0849609375,179.75903703703705,122.19551851851851,89.42055185185185,130.45836913580246,41.784228611981185
ISIC_9968131,clinical: close-up,Malignant,BCC,600,450,0.27,1.3333333333333333,41.576171875,177.76402962962962,166.52401111111112,153.85046666666668,166.04616913580247,21.562558725282805
ISIC_3945933,dermoscopic,Benign,DF,600,450,0.27,1.3333333333333333,31.9814453125,185.2282962962963,163.31224814814814,190.9362,179.8255814814815,23.773613013407576
ISIC_9043368,clinical: close-up,Benign,NV,600,450,0.27,1.3333333333333333,40.419921875,211.9533074074074,165.57634074074073,124.5287925925926,167.3528135802469,39.35420218966459
ISIC_9336484,clinical: close-up,Malignant,BCC,600,450,0.27,1.3333333333333333,32.166015625,179.45833703703704,128.08355925925926,99.57818518518519,135.7066938271605,36.13859355769785
ISIC_1537733,clinical: close-up,Malignant,SCCKA,600,450,0.27,1.3333333333333333,48.0361328125,176.4267111111111,96.23235185185185,77.06192222222222,116.57366172839507,46.35504959907265
ISIC_3629047,clinical: close-up,Malignant,BCC,600,450,0.27,1.3333333333333333,37.5439453125,177.56243703703703,140.68406296296297,124.08646296296297,147.44432098765432,33.1105132100481
ISIC_4148971,dermoscopic,Malignant,BCC,600,450,0.27,1.3333333333333333,20.7548828125,190.7870888888889,150.09515555555555,132.08788518518517,157.6567098765432,26.73780908390189
ISIC_5362779,dermoscopic,Malignant,BCC,600,450,0.27,1.3333333333333333,24.8525390625,158.97756296296296,132.5199074074074,133.55983703703703,141.68576913580247,21.593588176169572
ISIC_2873444,dermoscopic,Malignant,SCCKA,600,450,0.27,1.3333333333333333,31.55859375,156.01273703703703,124.53085185185185,113.3813,131.3082962962963,50.764124255406806
ISIC_6993040,dermoscopic,Malignant,MEL,600,450,0.27,1.3333333333333333,25.033203125,205.69015925925925,144.85975555555555,137.20516296296296,162.58502592592592,51.660413578345924
ISIC_2525661,clinical: close-up,Benign,BKL,600,450,0.27,1.3333333333333333,44.490234375,171.00557407407408,133.45444444444445,104.11210740740741,136.1907086419753,33.08762426643218
ISIC_4225552,dermoscopic,Malignant,BCC,600,450,0.27,1.3333333333333333,21.31640625,193.36931481481483,157.3743851851852,133.14045555555555,161.29471851851852,27.83324861831912
ISIC_9155561,clinical: close-up,Benign,NV,600,450,0.27,1.3333333333333333,51.650390625,177.46086296296295,121.07837777777777,90.04015185185185,129.52646419753086,51.706826813801115
ISIC_6418734,dermoscopic,Malignant,BCC,600,450,0.27,1.3333333333333333,20.890625,184.2434037037037,154.39386666666667,133.50273333333334,157.3800012345679,23.10001545186803
